adhesome_gene,corr,tissue,study
CDH4,0.435782641,Breast,GTEx
TIAM1,0.267186967,Breast,GTEx
ITGB2,-0.094390309,Breast,GTEx
ARVCF,0.736549955,Breast,GTEx
CRKL,0.463115122,Breast,GTEx
MAPK1,0.600058075,Breast,GTEx
PPM1F,0.374127939,Breast,GTEx
NF2,0.03730653,Breast,GTEx
RNF185,0.42414446,Breast,GTEx
MYH9,0.494982997,Breast,GTEx
SH3BP1,0.531885731,Breast,GTEx
TRIOBP,0.348000731,Breast,GTEx
CSNK1E,0.64810711,Breast,GTEx
PARVB,-0.645641905,Breast,GTEx
SH3KBP1,-0.430532276,Breast,GTEx
SMPX,0.191913193,Breast,GTEx
MSN,0.049598084,Breast,GTEx
ARHGEF6,0.374597371,Breast,GTEx
FLNA,0.402155228,Breast,GTEx
AJAP1,-0.178553364,Skin,GTEx
FBLIM1,0.326826329,Skin,GTEx
CDC42,0.416049777,Skin,GTEx
ASAP3,-0.195675469,Skin,GTEx
SLC9A1,0.475931636,Skin,GTEx
WASF2,-0.004692655,Skin,GTEx
EPB41,-0.247880995,Skin,GTEx
PTPRU,0.096567737,Skin,GTEx
FABP3,-0.060558181,Skin,GTEx
MACF1,0.043211848,Skin,GTEx
PTPRF,-0.239159916,Skin,GTEx
TSPAN1,-0.306257827,Skin,GTEx
ITGB3BP,0.494610095,Skin,GTEx
NEXN,0.233036316,Skin,GTEx
SSX2IP,0.489017173,Skin,GTEx
BCAR3,0.319658493,Skin,GTEx
VAV3,-0.210778928,Skin,GTEx
RAP1A,0.480538011,Skin,GTEx
CAPZA1,0.425221382,Skin,GTEx
ITGA10,0.182119321,Skin,GTEx
HAX1,0.373051005,Skin,GTEx
SHC1,0.265139707,Skin,GTEx
ARHGEF2,0.442419277,Skin,GTEx
CSRP1,-0.087583471,Skin,GTEx
PTPN14,0.472862112,Skin,GTEx
CAPN2,0.510419369,Skin,GTEx
ENAH,0.620823672,Skin,GTEx
ARF1,0.361683627,Skin,GTEx
RHOU,-0.181032694,Skin,GTEx
ACP1,0.508160374,Skin,GTEx
ASAP2,0.587774815,Skin,GTEx
ITGB1BP1,0.397112326,Skin,GTEx
SDC1,-0.469560111,Skin,GTEx
SOS1,0.557761953,Skin,GTEx
SPTBN1,0.464599773,Skin,GTEx
CTNNA2,-0.093476886,Skin,GTEx
FHL2,0.448310656,Skin,GTEx
NCK2,0.032090308,Skin,GTEx
LIMS1,0.582799105,Skin,GTEx
ACTR3,0.570097983,Skin,GTEx
LIMS2,-0.262118873,Skin,GTEx
PKP4,0.16674237,Skin,GTEx
ITGB6,-0.090155596,Skin,GTEx
ITGA6,-0.156613716,Skin,GTEx
ITGA4,0.391062043,Skin,GTEx
ITGAV,0.611101769,Skin,GTEx
CASP8,0.517502662,Skin,GTEx
ABI2,0.674620509,Skin,GTEx
NRP2,0.324206172,Skin,GTEx
TNS1,0.105489133,Skin,GTEx
ARPC2,0.293068084,Skin,GTEx
IRS1,0.28048931,Skin,GTEx
INPP5D,-0.228101013,Skin,GTEx
ILKAP,0.019687577,Skin,GTEx
ANKRD28,0.349847171,Skin,GTEx
ITGA9,-0.214037237,Skin,GTEx
CTNNB1,0.57829557,Skin,GTEx
RHOA,0.370617349,Skin,GTEx
PPM1M,0.327059568,Skin,GTEx
NISCH,-0.002273076,Skin,GTEx
PRKCD,-0.32194843,Skin,GTEx
FLNB,0.441763638,Skin,GTEx
MAGI1,0.171033787,Skin,GTEx
CD47,0.545463648,Skin,GTEx
ITGB5,0.170292788,Skin,GTEx
HEG1,0.258037297,Skin,GTEx
PLD1,-0.174303268,Skin,GTEx
ECT2,0.424432393,Skin,GTEx
PIK3CA,0.643476886,Skin,GTEx
LPP,0.454442751,Skin,GTEx
DLG1,0.363207616,Skin,GTEx
ADD1,0.532764593,Skin,GTEx
SHROOM3,0.129488067,Skin,GTEx
ARHGAP24,0.40435085,Skin,GTEx
GAB1,-0.021237061,Skin,GTEx
RAPGEF2,0.381636888,Skin,GTEx
PALLD,0.4100466,Skin,GTEx
CASP3,0.526941462,Skin,GTEx
SORBS2,-0.139731381,Skin,GTEx
FAT1,0.481585082,Skin,GTEx
EXOC3,-0.258367568,Skin,GTEx
CTNND2,-0.140074853,Skin,GTEx
TRIO,0.45946551,Skin,GTEx
CDH18,0.085340972,Skin,GTEx
CDH12,0.065320178,Skin,GTEx
CDH10,0.246128809,Skin,GTEx
CDH9,0.213639646,Skin,GTEx
CDH6,-0.113430406,Skin,GTEx
PDZD2,-0.276198044,Skin,GTEx
ITGA1,0.450773987,Skin,GTEx
ITGA2,0.28430004,Skin,GTEx
PDE4D,0.473849344,Skin,GTEx
RASA1,0.63731612,Skin,GTEx
FER,0.671458322,Skin,GTEx
PPP2CA,0.173579585,Skin,GTEx
CTNNA1,0.282350363,Skin,GTEx
DIAPH1,-0.109954262,Skin,GTEx
ARHGAP26,0.20608104,Skin,GTEx
DBN1,0.401820522,Skin,GTEx
NEDD9,-0.116103873,Skin,GTEx
RNF5,-0.345483746,Skin,GTEx
DEF6,-0.376818266,Skin,GTEx
CD2AP,0.218970117,Skin,GTEx
MYO6,0.040826531,Skin,GTEx
FYN,0.260188666,Skin,GTEx
MARCKS,0.447703892,Skin,GTEx
PTPRK,0.540023586,Skin,GTEx
EZR,-0.400807264,Skin,GTEx
GNA12,0.38504069,Skin,GTEx
ACTB,0.465621612,Skin,GTEx
FSCN1,0.379719839,Skin,GTEx
RAC1,-0.055329447,Skin,GTEx
ITGB8,-0.083995709,Skin,GTEx
ELMO1,-0.265564402,Skin,GTEx
EGFR,0.102906319,Skin,GTEx
LIMK1,0.41603248,Skin,GTEx
HSPB1,-0.388369076,Skin,GTEx
PTPN12,0.49883342,Skin,GTEx
KRIT1,0.696686765,Skin,GTEx
TRIP6,0.391778146,Skin,GTEx
CBLL1,0.286790603,Skin,GTEx
TES,0.055538994,Skin,GTEx
CAV1,0.338596599,Skin,GTEx
MET,0.374065184,Skin,GTEx
WASL,0.451230836,Skin,GTEx
ZYX,0.365256515,Skin,GTEx
KCNH2,-0.138819242,Skin,GTEx
DLC1,0.469389089,Skin,GTEx
SORBS3,-0.193165096,Skin,GTEx
PTK2B,-0.312870687,Skin,GTEx
ADAM9,0.356372528,Skin,GTEx
LYN,0.118138819,Skin,GTEx
SDCBP,0.421238807,Skin,GTEx
PABPC1,0.418999001,Skin,GTEx
PTK2,0.518138852,Skin,GTEx
SCRIB,-0.266063709,Skin,GTEx
PLEC,0.451882219,Skin,GTEx
SHARPIN,0.005417621,Skin,GTEx
TESK1,-0.032897509,Skin,GTEx
TLN1,0.417275633,Skin,GTEx
TJP2,-0.130131039,Skin,GTEx
OSTF1,-0.252362416,Skin,GTEx
SYK,-0.291960402,Skin,GTEx
SPTLC1,0.567487792,Skin,GTEx
CORO2A,-0.349722606,Skin,GTEx
ENG,0.357968432,Skin,GTEx
ABL1,0.393458582,Skin,GTEx
RAPGEF1,0.492690208,Skin,GTEx
VAV2,0.558254531,Skin,GTEx
ITGA8,-0.169468242,Skin,GTEx
VIM,0.318049773,Skin,GTEx
ARHGAP21,0.55649015,Skin,GTEx
ABI1,-0.023114696,Skin,GTEx
MPP7,-0.23222005,Skin,GTEx
SVIL,0.009136947,Skin,GTEx
ARHGAP12,0.57104432,Skin,GTEx
ITGB1,0.374017388,Skin,GTEx
NRP1,0.393152842,Skin,GTEx
PARD3,-0.299206499,Skin,GTEx
MAPK8,0.413932603,Skin,GTEx
ANK3,-0.285577652,Skin,GTEx
CTNNA3,-0.046502194,Skin,GTEx
VCL,0.483358572,Skin,GTEx
DLG5,0.135170485,Skin,GTEx
LDB3,-0.202441855,Skin,GTEx
PTEN,0.381792295,Skin,GTEx
SORBS1,-0.209186539,Skin,GTEx
ADAM12,0.293489376,Skin,GTEx
DOCK1,0.485941418,Skin,GTEx
HRAS,-0.44972559,Skin,GTEx
CD151,0.405787098,Skin,GTEx
ILK,0.454503549,Skin,GTEx
PARVA,0.350995225,Skin,GTEx
PLEKHA7,-0.174957416,Skin,GTEx
PTPRJ,0.474731063,Skin,GTEx
CTNND1,-0.058848487,Skin,GTEx
LPXN,0.324307301,Skin,GTEx
SLC3A2,-0.023394389,Skin,GTEx
FERMT3,-0.063008163,Skin,GTEx
CAPN1,-0.232816459,Skin,GTEx
CFL1,0.28108479,Skin,GTEx
CORO1B,0.38898019,Skin,GTEx
PPFIA1,0.393547883,Skin,GTEx
CTTN,0.410552096,Skin,GTEx
INPPL1,0.57744312,Skin,GTEx
MYO7A,-0.116091031,Skin,GTEx
PAK1,0.511557434,Skin,GTEx
RDX,0.495816577,Skin,GTEx
LAYN,0.319430478,Skin,GTEx
CBL,0.615141382,Skin,GTEx
THY1,0.229747344,Skin,GTEx
ARHGEF12,0.335343258,Skin,GTEx
ARHGAP32,-0.144891456,Skin,GTEx
PTPN6,-0.301551032,Skin,GTEx
PTPRO,0.303841138,Skin,GTEx
TUBA1B,0.364300987,Skin,GTEx
RACGAP1,0.254002337,Skin,GTEx
LIMA1,0.596204308,Skin,GTEx
ITGB7,-0.208258647,Skin,GTEx
ITGA5,0.295217859,Skin,GTEx
ITGA7,-0.124692625,Skin,GTEx
LRP1,0.33089898,Skin,GTEx
AGAP2,-0.265769373,Skin,GTEx
LIN7A,0.347270738,Skin,GTEx
VEZT,0.605979878,Skin,GTEx
SSH1,0.335972969,Skin,GTEx
TRPV4,-0.165960937,Skin,GTEx
GIT2,0.592363377,Skin,GTEx
PTPN11,0.480838326,Skin,GTEx
PXN,0.49031132,Skin,GTEx
CLIP1,0.063783551,Skin,GTEx
STARD13,0.530153041,Skin,GTEx
TRPC4,0.351125535,Skin,GTEx
LMO7,0.456003843,Skin,GTEx
ARHGEF7,-0.171516455,Skin,GTEx
MMP14,0.306992597,Skin,GTEx
CDH24,0.53218609,Skin,GTEx
PRKD1,0.218282615,Skin,GTEx
ARHGAP5,0.553089583,Skin,GTEx
ARF6,0.065494707,Skin,GTEx
FERMT2,0.438295622,Skin,GTEx
KTN1,0.601424222,Skin,GTEx
AKAP5,0.14702191,Skin,GTEx
HSPA2,-0.228357474,Skin,GTEx
ACTN1,0.516601358,Skin,GTEx
PSEN1,-0.180542954,Skin,GTEx
NUMB,0.675753299,Skin,GTEx
DYNC1H1,0.449928021,Skin,GTEx
ZFYVE21,-0.288973912,Skin,GTEx
AKT1,0.529003963,Skin,GTEx
TJP1,0.339697435,Skin,GTEx
TRPM7,0.693057493,Skin,GTEx
CGNL1,-0.174936784,Skin,GTEx
ADAM10,0.479731243,Skin,GTEx
ITGA11,0.224827742,Skin,GTEx
CSK,-0.103231724,Skin,GTEx
PEAK1,0.498544094,Skin,GTEx
CIB2,-0.17845095,Skin,GTEx
CIB1,0.363572007,Skin,GTEx
IQGAP1,0.589791847,Skin,GTEx
SYNM,-0.171967878,Skin,GTEx
MAPK8IP3,0.108454432,Skin,GTEx
PKD1,0.341951665,Skin,GTEx
PDPK1,0.04058174,Skin,GTEx
NUDT16L1,0.02291457,Skin,GTEx
SH2B1,0.290563556,Skin,GTEx
ITGAL,-0.129896707,Skin,GTEx
ITGAM,-0.110301878,Skin,GTEx
ITGAX,-0.128427106,Skin,GTEx
ITGAD,-0.128584159,Skin,GTEx
TGFB1I1,0.395895373,Skin,GTEx
CDH8,-0.007029462,Skin,GTEx
CDH11,0.400490846,Skin,GTEx
CDH5,-0.177767697,Skin,GTEx
CDH3,-0.254371661,Skin,GTEx
CDH1,-0.330325925,Skin,GTEx
BCAR1,0.455681954,Skin,GTEx
CDH15,0.209185508,Skin,GTEx
CRK,0.47492831,Skin,GTEx
ITGAE,0.526454871,Skin,GTEx
PFN1,0.266768942,Skin,GTEx
NDEL1,-0.26917115,Skin,GTEx
MYH10,0.415970408,Skin,GTEx
GIT1,-0.407751363,Skin,GTEx
SRCIN1,-0.268363051,Skin,GTEx
LASP1,0.301799801,Skin,GTEx
GRB7,-0.415936708,Skin,GTEx
WIPF2,0.096109673,Skin,GTEx
JUP,-0.473922701,Skin,GTEx
STAT3,0.156880699,Skin,GTEx
ITGB3,0.419105414,Skin,GTEx
ABI3,-0.237005902,Skin,GTEx
ITGA3,0.053586547,Skin,GTEx
NME1,0.264164105,Skin,GTEx
PRKCA,0.273686513,Skin,GTEx
GRB2,0.327229663,Skin,GTEx
ITGB4,-0.404664839,Skin,GTEx
SLC16A3,0.146553331,Skin,GTEx
MYOM1,-0.152342072,Skin,GTEx
PTPRM,0.414453899,Skin,GTEx
PTPN2,0.543422039,Skin,GTEx
ROCK1,0.596117869,Skin,GTEx
CDH2,0.180262966,Skin,GTEx
CDH20,0.138744453,Skin,GTEx
CDH7,-0.001619831,Skin,GTEx
CDH19,-0.068705305,Skin,GTEx
PIP5K1C,0.450273438,Skin,GTEx
VAV1,-0.135355289,Skin,GTEx
INSR,-0.271978915,Skin,GTEx
RAVER1,0.417030784,Skin,GTEx
KEAP1,0.185527019,Skin,GTEx
DNM2,-0.345971387,Skin,GTEx
CALR,0.278684689,Skin,GTEx
PRKACA,0.368330183,Skin,GTEx
SIPA1L3,-0.075231339,Skin,GTEx
ACTN4,0.187278571,Skin,GTEx
CEACAM1,-0.180195081,Skin,GTEx
PLAUR,0.229375557,Skin,GTEx
PVR,0.39123508,Skin,GTEx
VASP,0.342958261,Skin,GTEx
ARHGAP35,0.450956201,Skin,GTEx
CYTH2,-0.242600877,Skin,GTEx
PTPRH,0.211573982,Skin,GTEx
CSNK2A1,0.46770673,Skin,GTEx
SIRPA,0.12090058,Skin,GTEx
PTPRA,0.217125209,Skin,GTEx
PRNP,0.487339961,Skin,GTEx
FERMT1,-0.176432485,Skin,GTEx
SRC,0.352252252,Skin,GTEx
PLCG1,0.104917601,Skin,GTEx
PTPRT,0.109055073,Skin,GTEx
SDC4,-0.173030194,Skin,GTEx
CDH22,-0.005122455,Skin,GTEx
PTPN1,0.222169119,Skin,GTEx
CASS4,0.238419428,Skin,GTEx
CDH4,0.127844871,Skin,GTEx
TIAM1,-0.341445287,Skin,GTEx
ITGB2,-0.133665633,Skin,GTEx
ARVCF,-0.261449504,Skin,GTEx
CRKL,0.100002319,Skin,GTEx
MAPK1,0.498309153,Skin,GTEx
PPM1F,0.42717156,Skin,GTEx
NF2,0.312870151,Skin,GTEx
RNF185,-0.01237478,Skin,GTEx
MYH9,0.469456722,Skin,GTEx
SH3BP1,-0.359507634,Skin,GTEx
TRIOBP,0.547792645,Skin,GTEx
CSNK1E,0.049931295,Skin,GTEx
PARVB,0.345720857,Skin,GTEx
SH3KBP1,0.405605301,Skin,GTEx
SMPX,0.039535295,Skin,GTEx
MSN,0.446079584,Skin,GTEx
ARHGEF6,0.518184226,Skin,GTEx
FLNA,0.501136228,Skin,GTEx
AJAP1,0.329925801,Brain,GTEx
FBLIM1,0.171466816,Brain,GTEx
CDC42,0.5147946,Brain,GTEx
ASAP3,0.133394441,Brain,GTEx
SLC9A1,0.456493449,Brain,GTEx
WASF2,0.293311358,Brain,GTEx
EPB41,0.392780023,Brain,GTEx
PTPRU,0.526552038,Brain,GTEx
FABP3,0.235517779,Brain,GTEx
MACF1,0.639701857,Brain,GTEx
PTPRF,0.510121316,Brain,GTEx
TSPAN1,0.322959863,Brain,GTEx
ITGB3BP,0.515177066,Brain,GTEx
NEXN,0.307477712,Brain,GTEx
SSX2IP,0.480951935,Brain,GTEx
BCAR3,0.260706756,Brain,GTEx
VAV3,0.392876671,Brain,GTEx
RAP1A,0.419589303,Brain,GTEx
CAPZA1,0.467663796,Brain,GTEx
ITGA10,0.47698552,Brain,GTEx
HAX1,0.462268636,Brain,GTEx
SHC1,0.452810526,Brain,GTEx
ARHGEF2,0.586378299,Brain,GTEx
CSRP1,0.058973958,Brain,GTEx
PTPN14,0.277182651,Brain,GTEx
CAPN2,0.563414984,Brain,GTEx
ENAH,0.266573387,Brain,GTEx
ARF1,0.521161079,Brain,GTEx
RHOU,0.006238931,Brain,GTEx
ACP1,0.503482071,Brain,GTEx
ASAP2,0.602470206,Brain,GTEx
ITGB1BP1,0.468826106,Brain,GTEx
SDC1,0.310017233,Brain,GTEx
SOS1,0.681977094,Brain,GTEx
SPTBN1,0.384963959,Brain,GTEx
CTNNA2,0.156117228,Brain,GTEx
FHL2,0.257447569,Brain,GTEx
NCK2,0.496054668,Brain,GTEx
LIMS1,0.19254284,Brain,GTEx
ACTR3,0.516522598,Brain,GTEx
LIMS2,0.254374386,Brain,GTEx
PKP4,-0.022897418,Brain,GTEx
ITGB6,0.142859861,Brain,GTEx
ITGA6,0.104006558,Brain,GTEx
ITGA4,0.409239688,Brain,GTEx
ITGAV,0.454885282,Brain,GTEx
CASP8,0.390382978,Brain,GTEx
ABI2,0.536379826,Brain,GTEx
NRP2,0.052459011,Brain,GTEx
TNS1,0.092261176,Brain,GTEx
ARPC2,0.458140863,Brain,GTEx
IRS1,0.536601213,Brain,GTEx
INPP5D,0.097080464,Brain,GTEx
ILKAP,0.567866669,Brain,GTEx
ANKRD28,0.645361917,Brain,GTEx
ITGA9,0.375826001,Brain,GTEx
CTNNB1,0.638679182,Brain,GTEx
RHOA,0.347522952,Brain,GTEx
PPM1M,0.458635922,Brain,GTEx
NISCH,0.566905253,Brain,GTEx
PRKCD,0.4044952,Brain,GTEx
FLNB,0.475546234,Brain,GTEx
MAGI1,0.594483625,Brain,GTEx
CD47,0.603889373,Brain,GTEx
ITGB5,0.157747341,Brain,GTEx
HEG1,0.206627371,Brain,GTEx
PLD1,0.023813525,Brain,GTEx
ECT2,0.565732368,Brain,GTEx
PIK3CA,0.67075552,Brain,GTEx
LPP,0.4631947,Brain,GTEx
DLG1,0.563136779,Brain,GTEx
ADD1,0.60981847,Brain,GTEx
SHROOM3,0.469350322,Brain,GTEx
ARHGAP24,0.308438101,Brain,GTEx
GAB1,0.14518885,Brain,GTEx
RAPGEF2,0.598618663,Brain,GTEx
PALLD,0.132748665,Brain,GTEx
CASP3,0.497974991,Brain,GTEx
SORBS2,0.466030286,Brain,GTEx
FAT1,0.513624858,Brain,GTEx
EXOC3,0.628654479,Brain,GTEx
CTNND2,0.274004168,Brain,GTEx
TRIO,0.60147376,Brain,GTEx
CDH18,0.389421138,Brain,GTEx
CDH12,0.383734765,Brain,GTEx
CDH10,0.403520492,Brain,GTEx
CDH9,0.398350965,Brain,GTEx
CDH6,0.096623346,Brain,GTEx
PDZD2,0.21338655,Brain,GTEx
ITGA1,0.090125749,Brain,GTEx
ITGA2,0.225718806,Brain,GTEx
PDE4D,0.464319604,Brain,GTEx
RASA1,0.624182829,Brain,GTEx
FER,0.654243568,Brain,GTEx
PPP2CA,0.492856829,Brain,GTEx
CTNNA1,0.311003876,Brain,GTEx
DIAPH1,0.587192058,Brain,GTEx
ARHGAP26,0.568374794,Brain,GTEx
DBN1,0.397467471,Brain,GTEx
NEDD9,0.188689994,Brain,GTEx
RNF5,0.447143807,Brain,GTEx
DEF6,0.190379576,Brain,GTEx
CD2AP,0.518355703,Brain,GTEx
MYO6,0.554422647,Brain,GTEx
FYN,0.455660872,Brain,GTEx
MARCKS,0.463768368,Brain,GTEx
PTPRK,0.338589291,Brain,GTEx
EZR,0.010097694,Brain,GTEx
GNA12,0.141012827,Brain,GTEx
ACTB,0.435327082,Brain,GTEx
FSCN1,0.313190525,Brain,GTEx
RAC1,0.375924442,Brain,GTEx
ITGB8,0.159922121,Brain,GTEx
ELMO1,0.502346599,Brain,GTEx
EGFR,0.161686543,Brain,GTEx
LIMK1,0.270418044,Brain,GTEx
HSPB1,-0.039447577,Brain,GTEx
PTPN12,0.506226973,Brain,GTEx
KRIT1,0.705397988,Brain,GTEx
TRIP6,0.154498674,Brain,GTEx
CBLL1,0.659519397,Brain,GTEx
TES,0.072090241,Brain,GTEx
CAV1,0.049869114,Brain,GTEx
MET,0.167807618,Brain,GTEx
WASL,0.472693176,Brain,GTEx
ZYX,0.563117571,Brain,GTEx
KCNH2,0.453011869,Brain,GTEx
DLC1,0.221819382,Brain,GTEx
SORBS3,0.504594344,Brain,GTEx
PTK2B,0.46802407,Brain,GTEx
ADAM9,0.545524814,Brain,GTEx
LYN,0.396738193,Brain,GTEx
SDCBP,0.350107999,Brain,GTEx
PABPC1,0.522009144,Brain,GTEx
PTK2,0.557770135,Brain,GTEx
SCRIB,0.465458096,Brain,GTEx
PLEC,0.581295418,Brain,GTEx
SHARPIN,0.508797891,Brain,GTEx
TESK1,0.560307157,Brain,GTEx
TLN1,0.51557238,Brain,GTEx
TJP2,0.362570582,Brain,GTEx
OSTF1,0.479969197,Brain,GTEx
SYK,0.033093235,Brain,GTEx
SPTLC1,0.611887236,Brain,GTEx
CORO2A,0.409607991,Brain,GTEx
ENG,0.169686928,Brain,GTEx
ABL1,0.508779348,Brain,GTEx
RAPGEF1,0.546199079,Brain,GTEx
VAV2,0.18423312,Brain,GTEx
ITGA8,0.251626761,Brain,GTEx
VIM,-0.003197256,Brain,GTEx
ARHGAP21,0.588496374,Brain,GTEx
ABI1,0.490688406,Brain,GTEx
MPP7,0.457517639,Brain,GTEx
SVIL,0.413979679,Brain,GTEx
ARHGAP12,0.427116888,Brain,GTEx
ITGB1,0.027943534,Brain,GTEx
NRP1,0.142150521,Brain,GTEx
PARD3,0.131456875,Brain,GTEx
MAPK8,0.547464191,Brain,GTEx
ANK3,0.537413875,Brain,GTEx
CTNNA3,-0.11458837,Brain,GTEx
VCL,0.557062126,Brain,GTEx
DLG5,0.670278594,Brain,GTEx
LDB3,0.057833933,Brain,GTEx
PTEN,0.491346735,Brain,GTEx
SORBS1,0.47770024,Brain,GTEx
ADAM12,0.25386772,Brain,GTEx
DOCK1,0.08162058,Brain,GTEx
HRAS,0.291948168,Brain,GTEx
CD151,0.437566334,Brain,GTEx
ILK,0.5713781,Brain,GTEx
PARVA,0.285622749,Brain,GTEx
PLEKHA7,0.281588663,Brain,GTEx
PTPRJ,0.451547803,Brain,GTEx
CTNND1,0.681044071,Brain,GTEx
LPXN,0.423329239,Brain,GTEx
SLC3A2,0.204766444,Brain,GTEx
FERMT3,0.192172074,Brain,GTEx
CAPN1,0.52683403,Brain,GTEx
CFL1,0.460912588,Brain,GTEx
CORO1B,0.522143227,Brain,GTEx
PPFIA1,0.60949177,Brain,GTEx
CTTN,0.627749474,Brain,GTEx
INPPL1,0.284228745,Brain,GTEx
MYO7A,0.285516574,Brain,GTEx
PAK1,0.462603654,Brain,GTEx
RDX,0.210211101,Brain,GTEx
LAYN,0.027144836,Brain,GTEx
CBL,0.644308598,Brain,GTEx
THY1,0.246842373,Brain,GTEx
ARHGEF12,0.554842622,Brain,GTEx
ARHGAP32,0.333618861,Brain,GTEx
PTPN6,0.228164421,Brain,GTEx
PTPRO,0.238912156,Brain,GTEx
TUBA1B,0.430456741,Brain,GTEx
RACGAP1,0.563960729,Brain,GTEx
LIMA1,0.392959404,Brain,GTEx
ITGB7,0.200393318,Brain,GTEx
ITGA5,0.186303636,Brain,GTEx
ITGA7,0.333006376,Brain,GTEx
LRP1,0.590208949,Brain,GTEx
AGAP2,0.359721656,Brain,GTEx
LIN7A,0.411481251,Brain,GTEx
VEZT,0.630548011,Brain,GTEx
SSH1,0.583493016,Brain,GTEx
TRPV4,0.252183182,Brain,GTEx
GIT2,0.605870256,Brain,GTEx
PTPN11,0.305428965,Brain,GTEx
PXN,0.539007569,Brain,GTEx
CLIP1,0.537404213,Brain,GTEx
STARD13,0.320628984,Brain,GTEx
TRPC4,0.081354983,Brain,GTEx
LMO7,0.268820051,Brain,GTEx
ARHGEF7,0.651824048,Brain,GTEx
MMP14,0.225268564,Brain,GTEx
CDH24,0.407222145,Brain,GTEx
PRKD1,0.24569767,Brain,GTEx
ARHGAP5,0.48064814,Brain,GTEx
ARF6,0.530797448,Brain,GTEx
FERMT2,0.231274454,Brain,GTEx
KTN1,0.391225587,Brain,GTEx
AKAP5,0.149881151,Brain,GTEx
HSPA2,-0.00190766,Brain,GTEx
ACTN1,0.34390777,Brain,GTEx
PSEN1,0.356839795,Brain,GTEx
NUMB,0.637198082,Brain,GTEx
DYNC1H1,0.651062105,Brain,GTEx
ZFYVE21,0.462929261,Brain,GTEx
AKT1,0.620066853,Brain,GTEx
TJP1,0.298247973,Brain,GTEx
TRPM7,0.653214144,Brain,GTEx
CGNL1,0.059263762,Brain,GTEx
ADAM10,0.514854057,Brain,GTEx
ITGA11,0.46462219,Brain,GTEx
CSK,0.54604802,Brain,GTEx
PEAK1,0.652359196,Brain,GTEx
CIB2,0.241772347,Brain,GTEx
CIB1,0.075026914,Brain,GTEx
IQGAP1,0.341912197,Brain,GTEx
SYNM,0.182533733,Brain,GTEx
MAPK8IP3,0.619561051,Brain,GTEx
PKD1,0.514262327,Brain,GTEx
PDPK1,0.552516597,Brain,GTEx
NUDT16L1,0.520512905,Brain,GTEx
SH2B1,0.669486792,Brain,GTEx
ITGAL,0.10072641,Brain,GTEx
ITGAM,0.234286527,Brain,GTEx
ITGAX,0.073920056,Brain,GTEx
ITGAD,0.287648625,Brain,GTEx
TGFB1I1,0.340596698,Brain,GTEx
CDH8,0.258725066,Brain,GTEx
CDH11,0.341177162,Brain,GTEx
CDH5,0.150104393,Brain,GTEx
CDH3,0.493024679,Brain,GTEx
CDH1,0.177963911,Brain,GTEx
BCAR1,0.636375783,Brain,GTEx
CDH15,0.162145668,Brain,GTEx
CRK,0.570386223,Brain,GTEx
ITGAE,0.341085007,Brain,GTEx
PFN1,0.380787795,Brain,GTEx
NDEL1,0.536431845,Brain,GTEx
MYH10,0.511641142,Brain,GTEx
GIT1,0.296315356,Brain,GTEx
SRCIN1,0.454736465,Brain,GTEx
LASP1,0.500730637,Brain,GTEx
GRB7,0.361860461,Brain,GTEx
WIPF2,0.587010517,Brain,GTEx
JUP,0.49971439,Brain,GTEx
STAT3,0.47805487,Brain,GTEx
ITGB3,0.21292667,Brain,GTEx
ABI3,0.03580454,Brain,GTEx
ITGA3,0.530671251,Brain,GTEx
NME1,0.32309206,Brain,GTEx
PRKCA,0.254405463,Brain,GTEx
GRB2,0.582582295,Brain,GTEx
ITGB4,0.20290678,Brain,GTEx
SLC16A3,0.218792409,Brain,GTEx
MYOM1,0.131711417,Brain,GTEx
PTPRM,0.375688901,Brain,GTEx
PTPN2,0.604979279,Brain,GTEx
ROCK1,0.622046015,Brain,GTEx
CDH2,0.437435236,Brain,GTEx
CDH20,0.226057528,Brain,GTEx
CDH7,0.340168335,Brain,GTEx
CDH19,0.018636504,Brain,GTEx
PIP5K1C,0.471995673,Brain,GTEx
VAV1,0.136193498,Brain,GTEx
INSR,0.603293353,Brain,GTEx
RAVER1,0.592822454,Brain,GTEx
KEAP1,0.545271365,Brain,GTEx
DNM2,0.500176813,Brain,GTEx
CALR,0.409857971,Brain,GTEx
PRKACA,0.523372187,Brain,GTEx
SIPA1L3,0.562574372,Brain,GTEx
ACTN4,0.621992266,Brain,GTEx
CEACAM1,0.198931122,Brain,GTEx
PLAUR,0.116889034,Brain,GTEx
PVR,0.529047069,Brain,GTEx
VASP,0.295076062,Brain,GTEx
ARHGAP35,0.436186202,Brain,GTEx
CYTH2,0.632248079,Brain,GTEx
PTPRH,0.000667467,Brain,GTEx
CSNK2A1,0.61544119,Brain,GTEx
SIRPA,0.497384353,Brain,GTEx
PTPRA,0.580864024,Brain,GTEx
PRNP,0.541507466,Brain,GTEx
FERMT1,0.10602929,Brain,GTEx
SRC,0.481795069,Brain,GTEx
PLCG1,0.661664541,Brain,GTEx
PTPRT,0.137683791,Brain,GTEx
SDC4,-0.050215489,Brain,GTEx
CDH22,0.268033489,Brain,GTEx
PTPN1,0.607353973,Brain,GTEx
CASS4,0.324647772,Brain,GTEx
CDH4,0.146404081,Brain,GTEx
TIAM1,0.47116954,Brain,GTEx
