adhesome_gene,lncRNA,corr,condition
SIRPA,AIRN,0.281702892,GTEx
PTPRA,AIRN,0.232281254,GTEx
PRNP,AIRN,0.176442682,GTEx
FERMT1,AIRN,0.136404443,GTEx
SRC,AIRN,0.043646406,GTEx
PLCG1,AIRN,0.171148651,GTEx
PTPRT,AIRN,0.070976551,GTEx
SDC4,AIRN,-0.056254637,GTEx
CDH22,AIRN,0.06734615,GTEx
PTPN1,AIRN,0.020910696,GTEx
CASS4,AIRN,0.061935457,GTEx
CDH4,AIRN,0.078752726,GTEx
TIAM1,AIRN,0.269271416,GTEx
ITGB2,AIRN,-0.072031557,GTEx
ARVCF,AIRN,0.070630002,GTEx
CRKL,AIRN,0.09428458,GTEx
MAPK1,AIRN,0.200464696,GTEx
PPM1F,AIRN,0.089034713,GTEx
NF2,AIRN,0.069940544,GTEx
RNF185,AIRN,0.028389077,GTEx
MYH9,AIRN,-0.02107445,GTEx
SH3BP1,AIRN,0.138412599,GTEx
TRIOBP,AIRN,-0.073781814,GTEx
CSNK1E,AIRN,0.158956078,GTEx
PARVB,AIRN,-0.054844472,GTEx
SH3KBP1,AIRN,0.14045568,GTEx
SMPX,AIRN,0.020596834,GTEx
MSN,AIRN,0.043605686,GTEx
ARHGEF6,AIRN,0.084800857,GTEx
FLNA,AIRN,0.004048387,GTEx
AJAP1,HOTTIP,0.150906872,GTEx
FBLIM1,HOTTIP,0.13261103,GTEx
CDC42,HOTTIP,0.168746614,GTEx
ASAP3,HOTTIP,0.221324999,GTEx
SLC9A1,HOTTIP,0.06589526,GTEx
WASF2,HOTTIP,0.209536531,GTEx
EPB41,HOTTIP,0.027514985,GTEx
PTPRU,HOTTIP,0.16298975,GTEx
FABP3,HOTTIP,0.070536312,GTEx
MACF1,HOTTIP,0.156808619,GTEx
PTPRF,HOTTIP,0.124115095,GTEx
TSPAN1,HOTTIP,0.130767377,GTEx
ITGB3BP,HOTTIP,0.135347959,GTEx
NEXN,HOTTIP,0.112137331,GTEx
SSX2IP,HOTTIP,0.048951643,GTEx
BCAR3,HOTTIP,0.218675343,GTEx
VAV3,HOTTIP,-0.08875564,GTEx
RAP1A,HOTTIP,0.126835149,GTEx
CAPZA1,HOTTIP,0.072727504,GTEx
ITGA10,HOTTIP,0.118682928,GTEx
HAX1,HOTTIP,0.08103198,GTEx
SHC1,HOTTIP,0.143954784,GTEx
ARHGEF2,HOTTIP,0.094916336,GTEx
CSRP1,HOTTIP,0.129711246,GTEx
PTPN14,HOTTIP,0.276454167,GTEx
CAPN2,HOTTIP,0.152701216,GTEx
ENAH,HOTTIP,0.165501533,GTEx
ARF1,HOTTIP,0.111986375,GTEx
RHOU,HOTTIP,0.01933563,GTEx
ACP1,HOTTIP,0.139602693,GTEx
ASAP2,HOTTIP,0.247027291,GTEx
ITGB1BP1,HOTTIP,0.226577773,GTEx
SDC1,HOTTIP,-0.049417656,GTEx
SOS1,HOTTIP,0.252507508,GTEx
SPTBN1,HOTTIP,0.128851227,GTEx
CTNNA2,HOTTIP,0.043853455,GTEx
FHL2,HOTTIP,0.248257545,GTEx
NCK2,HOTTIP,0.109551172,GTEx
LIMS1,HOTTIP,0.208888397,GTEx
ACTR3,HOTTIP,0.133497155,GTEx
LIMS2,HOTTIP,0.213961629,GTEx
PKP4,HOTTIP,0.066546563,GTEx
ITGB6,HOTTIP,-0.035929237,GTEx
ITGA6,HOTTIP,0.147962368,GTEx
ITGA4,HOTTIP,0.126196739,GTEx
ITGAV,HOTTIP,0.193233562,GTEx
CASP8,HOTTIP,0.078375619,GTEx
ABI2,HOTTIP,0.107876564,GTEx
NRP2,HOTTIP,0.212812982,GTEx
TNS1,HOTTIP,0.208546449,GTEx
ARPC2,HOTTIP,0.098266238,GTEx
IRS1,HOTTIP,0.193711817,GTEx
INPP5D,HOTTIP,0.140781143,GTEx
ILKAP,HOTTIP,0.247642071,GTEx
ANKRD28,HOTTIP,0.21333232,GTEx
ITGA9,HOTTIP,0.136451107,GTEx
CTNNB1,HOTTIP,0.221704522,GTEx
RHOA,HOTTIP,0.208387151,GTEx
PPM1M,HOTTIP,0.179738085,GTEx
NISCH,HOTTIP,0.231142781,GTEx
PRKCD,HOTTIP,0.047064795,GTEx
FLNB,HOTTIP,0.252374916,GTEx
MAGI1,HOTTIP,0.184960608,GTEx
CD47,HOTTIP,0.080467285,GTEx
ITGB5,HOTTIP,0.230970144,GTEx
HEG1,HOTTIP,0.075059138,GTEx
PLD1,HOTTIP,0.098980855,GTEx
ECT2,HOTTIP,0.107415954,GTEx
PIK3CA,HOTTIP,0.235731809,GTEx
LPP,HOTTIP,0.202757433,GTEx
DLG1,HOTTIP,0.149002418,GTEx
ADD1,HOTTIP,0.24795978,GTEx
SHROOM3,HOTTIP,0.03068702,GTEx
ARHGAP24,HOTTIP,0.160711949,GTEx
GAB1,HOTTIP,0.164618706,GTEx
RAPGEF2,HOTTIP,0.184160892,GTEx
PALLD,HOTTIP,0.114956618,GTEx
CASP3,HOTTIP,0.062516367,GTEx
SORBS2,HOTTIP,0.040842919,GTEx
FAT1,HOTTIP,0.213036579,GTEx
EXOC3,HOTTIP,0.24349651,GTEx
CTNND2,HOTTIP,0.035998614,GTEx
TRIO,HOTTIP,0.204022681,GTEx
CDH18,HOTTIP,0.09730312,GTEx
CDH12,HOTTIP,0.08236481,GTEx
CDH10,HOTTIP,0.058054794,GTEx
CDH9,HOTTIP,0.115525843,GTEx
CDH6,HOTTIP,0.110637317,GTEx
PDZD2,HOTTIP,0.101337039,GTEx
ITGA1,HOTTIP,0.1726,GTEx
ITGA2,HOTTIP,0.118296208,GTEx
PDE4D,HOTTIP,0.060096573,GTEx
RASA1,HOTTIP,0.211926895,GTEx
FER,HOTTIP,0.279676133,GTEx
PPP2CA,HOTTIP,0.12537979,GTEx
CTNNA1,HOTTIP,0.245269119,GTEx
DIAPH1,HOTTIP,0.050313269,GTEx
ARHGAP26,HOTTIP,0.034987564,GTEx
DBN1,HOTTIP,0.189206969,GTEx
NEDD9,HOTTIP,0.19005845,GTEx
RNF5,HOTTIP,0.209123774,GTEx
DEF6,HOTTIP,-0.009858468,GTEx
CD2AP,HOTTIP,0.129200991,GTEx
MYO6,HOTTIP,0.041382592,GTEx
FYN,HOTTIP,0.167392301,GTEx
MARCKS,HOTTIP,0.048265734,GTEx
PTPRK,HOTTIP,0.094804497,GTEx
EZR,HOTTIP,0.011929566,GTEx
GNA12,HOTTIP,0.147650355,GTEx
ACTB,HOTTIP,0.111841827,GTEx
FSCN1,HOTTIP,0.107411111,GTEx
RAC1,HOTTIP,0.174612029,GTEx
ITGB8,HOTTIP,0.00398194,GTEx
ELMO1,HOTTIP,-0.002798903,GTEx
EGFR,HOTTIP,0.214988143,GTEx
LIMK1,HOTTIP,0.018605868,GTEx
HSPB1,HOTTIP,0.104338932,GTEx
PTPN12,HOTTIP,0.226779127,GTEx
KRIT1,HOTTIP,0.184089789,GTEx
TRIP6,HOTTIP,0.237446832,GTEx
CBLL1,HOTTIP,0.19542785,GTEx
TES,HOTTIP,0.054448809,GTEx
CAV1,HOTTIP,0.218638771,GTEx
MET,HOTTIP,0.154153924,GTEx
WASL,HOTTIP,0.204388303,GTEx
ZYX,HOTTIP,0.146020768,GTEx
KCNH2,HOTTIP,0.00298068,GTEx
DLC1,HOTTIP,0.169194974,GTEx
SORBS3,HOTTIP,0.297056542,GTEx
PTK2B,HOTTIP,0.036975621,GTEx
ADAM9,HOTTIP,0.189500474,GTEx
LYN,HOTTIP,0.018507533,GTEx
SDCBP,HOTTIP,0.156183238,GTEx
PABPC1,HOTTIP,0.105524589,GTEx
PTK2,HOTTIP,0.251033943,GTEx
SCRIB,HOTTIP,0.170074787,GTEx
PLEC,HOTTIP,0.255307655,GTEx
SHARPIN,HOTTIP,0.223733548,GTEx
TESK1,HOTTIP,0.24956939,GTEx
TLN1,HOTTIP,0.190734129,GTEx
TJP2,HOTTIP,0.080528275,GTEx
OSTF1,HOTTIP,0.055238062,GTEx
SYK,HOTTIP,0.028371456,GTEx
SPTLC1,HOTTIP,0.174842772,GTEx
CORO2A,HOTTIP,0.026245682,GTEx
ENG,HOTTIP,0.101125761,GTEx
ABL1,HOTTIP,0.194634658,GTEx
RAPGEF1,HOTTIP,0.098509967,GTEx
VAV2,HOTTIP,0.141769803,GTEx
ITGA8,HOTTIP,0.105726094,GTEx
VIM,HOTTIP,0.204298776,GTEx
ARHGAP21,HOTTIP,0.180275099,GTEx
ABI1,HOTTIP,0.130492299,GTEx
MPP7,HOTTIP,0.070096362,GTEx
SVIL,HOTTIP,0.109552666,GTEx
ARHGAP12,HOTTIP,0.213879451,GTEx
ITGB1,HOTTIP,0.201838963,GTEx
NRP1,HOTTIP,0.211698468,GTEx
PARD3,HOTTIP,0.184023465,GTEx
MAPK8,HOTTIP,0.164135033,GTEx
ANK3,HOTTIP,0.044101624,GTEx
CTNNA3,HOTTIP,0.036260956,GTEx
VCL,HOTTIP,0.167520361,GTEx
DLG5,HOTTIP,0.184862608,GTEx
LDB3,HOTTIP,0.123087944,GTEx
PTEN,HOTTIP,0.188247569,GTEx
SORBS1,HOTTIP,0.213553459,GTEx
ADAM12,HOTTIP,0.009602805,GTEx
DOCK1,HOTTIP,0.254335144,GTEx
HRAS,HOTTIP,0.073105037,GTEx
CD151,HOTTIP,0.16622174,GTEx
ILK,HOTTIP,0.173554399,GTEx
PARVA,HOTTIP,0.196536815,GTEx
PLEKHA7,HOTTIP,0.028742421,GTEx
PTPRJ,HOTTIP,-0.028947919,GTEx
CTNND1,HOTTIP,0.163039404,GTEx
LPXN,HOTTIP,0.135249089,GTEx
SLC3A2,HOTTIP,0.107141444,GTEx
FERMT3,HOTTIP,0.129265079,GTEx
CAPN1,HOTTIP,0.121101855,GTEx
CFL1,HOTTIP,0.061774769,GTEx
CORO1B,HOTTIP,0.157186948,GTEx
PPFIA1,HOTTIP,0.24312274,GTEx
CTTN,HOTTIP,0.234063142,GTEx
INPPL1,HOTTIP,0.195946503,GTEx
MYO7A,HOTTIP,0.114834523,GTEx
PAK1,HOTTIP,-0.042856779,GTEx
RDX,HOTTIP,0.153511951,GTEx
LAYN,HOTTIP,0.084333509,GTEx
CBL,HOTTIP,0.173737032,GTEx
THY1,HOTTIP,0.065125477,GTEx
ARHGEF12,HOTTIP,0.261962931,GTEx
ARHGAP32,HOTTIP,0.140108688,GTEx
PTPN6,HOTTIP,0.038245989,GTEx
PTPRO,HOTTIP,0.121685086,GTEx
TUBA1B,HOTTIP,0.118506917,GTEx
RACGAP1,HOTTIP,0.096211621,GTEx
LIMA1,HOTTIP,0.255707103,GTEx
ITGB7,HOTTIP,0.088556946,GTEx
ITGA5,HOTTIP,0.146426288,GTEx
ITGA7,HOTTIP,0.207083914,GTEx
LRP1,HOTTIP,0.20320644,GTEx
AGAP2,HOTTIP,0.012055393,GTEx
LIN7A,HOTTIP,0.113495506,GTEx
VEZT,HOTTIP,0.168543913,GTEx
SSH1,HOTTIP,0.189246269,GTEx
TRPV4,HOTTIP,0.025603888,GTEx
GIT2,HOTTIP,0.169336914,GTEx
PTPN11,HOTTIP,0.183404455,GTEx
PXN,HOTTIP,0.239291771,GTEx
CLIP1,HOTTIP,0.170407457,GTEx
STARD13,HOTTIP,0.193186477,GTEx
TRPC4,HOTTIP,0.049114267,GTEx
LMO7,HOTTIP,0.006451075,GTEx
ARHGEF7,HOTTIP,0.229268332,GTEx
MMP14,HOTTIP,0.215513493,GTEx
CDH24,HOTTIP,0.144445784,GTEx
PRKD1,HOTTIP,0.184969065,GTEx
ARHGAP5,HOTTIP,0.149497781,GTEx
ARF6,HOTTIP,0.111861827,GTEx
FERMT2,HOTTIP,0.189754238,GTEx
KTN1,HOTTIP,0.17772398,GTEx
AKAP5,HOTTIP,0.076462037,GTEx
HSPA2,HOTTIP,0.165505875,GTEx
ACTN1,HOTTIP,0.132137809,GTEx
PSEN1,HOTTIP,0.196836609,GTEx
NUMB,HOTTIP,0.198070657,GTEx
DYNC1H1,HOTTIP,0.214465468,GTEx
ZFYVE21,HOTTIP,0.208280069,GTEx
AKT1,HOTTIP,0.159398226,GTEx
TJP1,HOTTIP,0.238562246,GTEx
TRPM7,HOTTIP,0.214109549,GTEx
CGNL1,HOTTIP,0.113663042,GTEx
ADAM10,HOTTIP,0.109701425,GTEx
ITGA11,HOTTIP,0.143045963,GTEx
CSK,HOTTIP,0.042603389,GTEx
PEAK1,HOTTIP,0.229634485,GTEx
CIB2,HOTTIP,0.118068273,GTEx
CIB1,HOTTIP,-0.026330045,GTEx
IQGAP1,HOTTIP,0.20500669,GTEx
SYNM,HOTTIP,0.045020402,GTEx
MAPK8IP3,HOTTIP,0.123342888,GTEx
PKD1,HOTTIP,0.201129511,GTEx
PDPK1,HOTTIP,0.174096009,GTEx
NUDT16L1,HOTTIP,0.033988955,GTEx
SH2B1,HOTTIP,0.179777087,GTEx
ITGAL,HOTTIP,0.073191106,GTEx
ITGAM,HOTTIP,0.121947598,GTEx
ITGAX,HOTTIP,0.064307709,GTEx
ITGAD,HOTTIP,0.057638486,GTEx
TGFB1I1,HOTTIP,0.152540558,GTEx
CDH8,HOTTIP,0.063265534,GTEx
CDH11,HOTTIP,0.200486188,GTEx
CDH5,HOTTIP,0.199363873,GTEx
CDH3,HOTTIP,-0.013371988,GTEx
CDH1,HOTTIP,-0.02751767,GTEx
BCAR1,HOTTIP,0.094231166,GTEx
CDH15,HOTTIP,0.003314288,GTEx
CRK,HOTTIP,0.225185464,GTEx
ITGAE,HOTTIP,0.130303656,GTEx
PFN1,HOTTIP,0.086855615,GTEx
NDEL1,HOTTIP,0.173554263,GTEx
MYH10,HOTTIP,0.123034838,GTEx
GIT1,HOTTIP,0.127579177,GTEx
SRCIN1,HOTTIP,0.075970673,GTEx
LASP1,HOTTIP,0.13299729,GTEx
GRB7,HOTTIP,0.020274372,GTEx
WIPF2,HOTTIP,0.144327316,GTEx
JUP,HOTTIP,0.030022443,GTEx
STAT3,HOTTIP,0.148939548,GTEx
ITGB3,HOTTIP,0.171418152,GTEx
ABI3,HOTTIP,0.109803626,GTEx
ITGA3,HOTTIP,0.137510395,GTEx
NME1,HOTTIP,0.035675918,GTEx
PRKCA,HOTTIP,0.073172214,GTEx
GRB2,HOTTIP,0.119917481,GTEx
ITGB4,HOTTIP,0.107091044,GTEx
SLC16A3,HOTTIP,-0.004113558,GTEx
MYOM1,HOTTIP,0.12682644,GTEx
PTPRM,HOTTIP,0.159747227,GTEx
PTPN2,HOTTIP,0.0475741,GTEx
ROCK1,HOTTIP,0.181157014,GTEx
CDH2,HOTTIP,0.01500149,GTEx
CDH20,HOTTIP,0.07608824,GTEx
CDH7,HOTTIP,0.055514937,GTEx
CDH19,HOTTIP,0.080015176,GTEx
PIP5K1C,HOTTIP,0.134820849,GTEx
VAV1,HOTTIP,0.088127226,GTEx
INSR,HOTTIP,0.179557849,GTEx
RAVER1,HOTTIP,0.085603396,GTEx
KEAP1,HOTTIP,0.153570157,GTEx
DNM2,HOTTIP,0.175843008,GTEx
CALR,HOTTIP,0.018838988,GTEx
PRKACA,HOTTIP,0.092317425,GTEx
SIPA1L3,HOTTIP,0.017109797,GTEx
ACTN4,HOTTIP,0.227503866,GTEx
CEACAM1,HOTTIP,0.001458661,GTEx
PLAUR,HOTTIP,0.114283178,GTEx
PVR,HOTTIP,0.126964733,GTEx
VASP,HOTTIP,0.087450066,GTEx
ARHGAP35,HOTTIP,0.13178476,GTEx
CYTH2,HOTTIP,0.148291119,GTEx
PTPRH,HOTTIP,0.098970788,GTEx
CSNK2A1,HOTTIP,0.198672499,GTEx
SIRPA,HOTTIP,0.052829247,GTEx
PTPRA,HOTTIP,0.188594428,GTEx
PRNP,HOTTIP,0.128791844,GTEx
FERMT1,HOTTIP,-0.059544773,GTEx
SRC,HOTTIP,0.132386008,GTEx
PLCG1,HOTTIP,0.201766866,GTEx
PTPRT,HOTTIP,-0.022946905,GTEx
SDC4,HOTTIP,0.098354897,GTEx
CDH22,HOTTIP,-0.021714022,GTEx
PTPN1,HOTTIP,0.15374753,GTEx
CASS4,HOTTIP,0.086819518,GTEx
CDH4,HOTTIP,0.093134969,GTEx
TIAM1,HOTTIP,0.167227487,GTEx
ITGB2,HOTTIP,0.094119161,GTEx
ARVCF,HOTTIP,0.148934342,GTEx
CRKL,HOTTIP,0.134933462,GTEx
MAPK1,HOTTIP,0.167563821,GTEx
PPM1F,HOTTIP,0.223646035,GTEx
NF2,HOTTIP,0.052469585,GTEx
RNF185,HOTTIP,0.207928715,GTEx
MYH9,HOTTIP,0.23839333,GTEx
SH3BP1,HOTTIP,0.032651603,GTEx
TRIOBP,HOTTIP,0.195708604,GTEx
CSNK1E,HOTTIP,0.228175018,GTEx
PARVB,HOTTIP,0.024366099,GTEx
SH3KBP1,HOTTIP,0.087030312,GTEx
SMPX,HOTTIP,-0.038981222,GTEx
MSN,HOTTIP,0.163773178,GTEx
ARHGEF6,HOTTIP,0.217055611,GTEx
FLNA,HOTTIP,0.123119417,GTEx
AJAP1,PCAT1,0.216282391,GTEx
FBLIM1,PCAT1,0.190114317,GTEx
CDC42,PCAT1,0.291318003,GTEx
ASAP3,PCAT1,0.404094452,GTEx
SLC9A1,PCAT1,0.235170264,GTEx
WASF2,PCAT1,0.226673115,GTEx
EPB41,PCAT1,0.318629676,GTEx
PTPRU,PCAT1,0.243803314,GTEx
FABP3,PCAT1,-0.082474565,GTEx
MACF1,PCAT1,0.150385548,GTEx
PTPRF,PCAT1,0.413680004,GTEx
TSPAN1,PCAT1,0.296197723,GTEx
ITGB3BP,PCAT1,0.278159001,GTEx
NEXN,PCAT1,0.065573414,GTEx
SSX2IP,PCAT1,0.086864774,GTEx
BCAR3,PCAT1,0.303739345,GTEx
VAV3,PCAT1,0.277618506,GTEx
RAP1A,PCAT1,0.101837706,GTEx
CAPZA1,PCAT1,0.425560592,GTEx
ITGA10,PCAT1,0.179300912,GTEx
HAX1,PCAT1,0.061109523,GTEx
SHC1,PCAT1,0.359337787,GTEx
ARHGEF2,PCAT1,0.152290593,GTEx
CSRP1,PCAT1,0.197336398,GTEx
PTPN14,PCAT1,0.20405371,GTEx
CAPN2,PCAT1,0.282275799,GTEx
ENAH,PCAT1,0.126389911,GTEx
ARF1,PCAT1,0.226565864,GTEx
RHOU,PCAT1,0.098112174,GTEx
ACP1,PCAT1,0.171246571,GTEx
ASAP2,PCAT1,0.245888602,GTEx
ITGB1BP1,PCAT1,0.227961099,GTEx
SDC1,PCAT1,0.173805053,GTEx
SOS1,PCAT1,0.280378671,GTEx
SPTBN1,PCAT1,0.17747799,GTEx
CTNNA2,PCAT1,-0.046650589,GTEx
FHL2,PCAT1,0.158235061,GTEx
NCK2,PCAT1,0.326259777,GTEx
LIMS1,PCAT1,0.207783951,GTEx
ACTR3,PCAT1,0.251128068,GTEx
LIMS2,PCAT1,0.161065686,GTEx
PKP4,PCAT1,0.29385505,GTEx
ITGB6,PCAT1,0.004075117,GTEx
ITGA6,PCAT1,0.507837121,GTEx
ITGA4,PCAT1,0.26736315,GTEx
ITGAV,PCAT1,0.148096256,GTEx
CASP8,PCAT1,0.405459757,GTEx
ABI2,PCAT1,0.071534564,GTEx
NRP2,PCAT1,0.261306069,GTEx
TNS1,PCAT1,0.147621897,GTEx
ARPC2,PCAT1,0.274162489,GTEx
IRS1,PCAT1,0.242201478,GTEx
INPP5D,PCAT1,0.423959254,GTEx
ILKAP,PCAT1,0.276220182,GTEx
ANKRD28,PCAT1,0.243261008,GTEx
ITGA9,PCAT1,0.142080223,GTEx
CTNNB1,PCAT1,0.319320857,GTEx
RHOA,PCAT1,0.187400157,GTEx
PPM1M,PCAT1,0.284153346,GTEx
NISCH,PCAT1,0.309260231,GTEx
PRKCD,PCAT1,0.3355394,GTEx
FLNB,PCAT1,0.326273778,GTEx
MAGI1,PCAT1,0.402492168,GTEx
CD47,PCAT1,0.282899332,GTEx
ITGB5,PCAT1,0.338287788,GTEx
HEG1,PCAT1,0.24744099,GTEx
PLD1,PCAT1,0.284185404,GTEx
ECT2,PCAT1,0.42365352,GTEx
PIK3CA,PCAT1,0.277215819,GTEx
LPP,PCAT1,0.290060119,GTEx
DLG1,PCAT1,0.256517653,GTEx
ADD1,PCAT1,0.092520986,GTEx
SHROOM3,PCAT1,0.147899666,GTEx
ARHGAP24,PCAT1,0.224111364,GTEx
GAB1,PCAT1,0.162538154,GTEx
RAPGEF2,PCAT1,0.25424784,GTEx
PALLD,PCAT1,0.13147577,GTEx
CASP3,PCAT1,0.278780565,GTEx
SORBS2,PCAT1,0.059878554,GTEx
FAT1,PCAT1,0.141587643,GTEx
EXOC3,PCAT1,0.269322056,GTEx
CTNND2,PCAT1,-0.037013256,GTEx
TRIO,PCAT1,0.115020408,GTEx
CDH18,PCAT1,0.00113921,GTEx
CDH12,PCAT1,0.127347099,GTEx
CDH10,PCAT1,-0.050531469,GTEx
CDH9,PCAT1,-0.179224243,GTEx
CDH6,PCAT1,0.263318243,GTEx
PDZD2,PCAT1,0.222101781,GTEx
ITGA1,PCAT1,0.169432465,GTEx
ITGA2,PCAT1,0.321476424,GTEx
PDE4D,PCAT1,0.093282126,GTEx
RASA1,PCAT1,0.340281311,GTEx
FER,PCAT1,0.293177719,GTEx
PPP2CA,PCAT1,0.231799378,GTEx
CTNNA1,PCAT1,0.274932176,GTEx
DIAPH1,PCAT1,0.300760474,GTEx
ARHGAP26,PCAT1,0.16050439,GTEx
DBN1,PCAT1,0.121659446,GTEx
NEDD9,PCAT1,0.303677614,GTEx
RNF5,PCAT1,0.049546363,GTEx
DEF6,PCAT1,0.443783358,GTEx
CD2AP,PCAT1,0.452704686,GTEx
MYO6,PCAT1,0.374153169,GTEx
FYN,PCAT1,0.249108647,GTEx
MARCKS,PCAT1,0.207924729,GTEx
PTPRK,PCAT1,0.185082218,GTEx
EZR,PCAT1,0.29790666,GTEx
GNA12,PCAT1,-0.035957383,GTEx
ACTB,PCAT1,0.097519819,GTEx
FSCN1,PCAT1,0.306100625,GTEx
RAC1,PCAT1,0.310087831,GTEx
ITGB8,PCAT1,0.260457809,GTEx
ELMO1,PCAT1,0.203879494,GTEx
EGFR,PCAT1,0.365428035,GTEx
LIMK1,PCAT1,0.226262221,GTEx
HSPB1,PCAT1,0.144033599,GTEx
PTPN12,PCAT1,0.316147539,GTEx
KRIT1,PCAT1,0.301605568,GTEx
TRIP6,PCAT1,0.317202986,GTEx
CBLL1,PCAT1,0.18171856,GTEx
TES,PCAT1,0.246144236,GTEx
CAV1,PCAT1,0.216963297,GTEx
MET,PCAT1,0.446833398,GTEx
WASL,PCAT1,0.202994408,GTEx
ZYX,PCAT1,0.119133472,GTEx
KCNH2,PCAT1,-0.142319918,GTEx
DLC1,PCAT1,0.259388587,GTEx
SORBS3,PCAT1,0.289436773,GTEx
PTK2B,PCAT1,0.290457179,GTEx
ADAM9,PCAT1,0.215194102,GTEx
LYN,PCAT1,0.376913069,GTEx
SDCBP,PCAT1,0.281527601,GTEx
PABPC1,PCAT1,0.377627211,GTEx
PTK2,PCAT1,0.188789751,GTEx
SCRIB,PCAT1,0.372786761,GTEx
PLEC,PCAT1,0.118856001,GTEx
SHARPIN,PCAT1,0.261531196,GTEx
TESK1,PCAT1,0.181763887,GTEx
TLN1,PCAT1,0.106855694,GTEx
TJP2,PCAT1,0.284203207,GTEx
OSTF1,PCAT1,0.460630188,GTEx
SYK,PCAT1,0.42088974,GTEx
SPTLC1,PCAT1,0.383553487,GTEx
CORO2A,PCAT1,0.374964016,GTEx
ENG,PCAT1,0.294472065,GTEx
ABL1,PCAT1,0.19771646,GTEx
RAPGEF1,PCAT1,0.078292636,GTEx
VAV2,PCAT1,0.217690894,GTEx
ITGA8,PCAT1,0.262888495,GTEx
VIM,PCAT1,0.278819717,GTEx
ARHGAP21,PCAT1,0.088978783,GTEx
ABI1,PCAT1,0.368588128,GTEx
MPP7,PCAT1,0.222315052,GTEx
SVIL,PCAT1,0.106172341,GTEx
ARHGAP12,PCAT1,0.324019769,GTEx
ITGB1,PCAT1,0.186668556,GTEx
NRP1,PCAT1,0.356806652,GTEx
PARD3,PCAT1,0.255707948,GTEx
MAPK8,PCAT1,0.332123845,GTEx
ANK3,PCAT1,0.027483172,GTEx
CTNNA3,PCAT1,-0.173395644,GTEx
VCL,PCAT1,0.097842583,GTEx
DLG5,PCAT1,0.268224964,GTEx
LDB3,PCAT1,0.049040512,GTEx
PTEN,PCAT1,0.286357658,GTEx
SORBS1,PCAT1,0.04812792,GTEx
ADAM12,PCAT1,0.218788874,GTEx
DOCK1,PCAT1,0.317063017,GTEx
HRAS,PCAT1,0.23636324,GTEx
CD151,PCAT1,0.194998837,GTEx
ILK,PCAT1,0.166437214,GTEx
PARVA,PCAT1,0.171267444,GTEx
PLEKHA7,PCAT1,0.419612877,GTEx
PTPRJ,PCAT1,0.110807762,GTEx
CTNND1,PCAT1,0.53301345,GTEx
LPXN,PCAT1,0.254183929,GTEx
SLC3A2,PCAT1,0.385209112,GTEx
FERMT3,PCAT1,0.23531819,GTEx
CAPN1,PCAT1,0.381261228,GTEx
CFL1,PCAT1,0.114578691,GTEx
CORO1B,PCAT1,0.352678245,GTEx
PPFIA1,PCAT1,0.316132007,GTEx
CTTN,PCAT1,0.296245079,GTEx
INPPL1,PCAT1,0.190233598,GTEx
MYO7A,PCAT1,0.191448384,GTEx
PAK1,PCAT1,0.114835806,GTEx
RDX,PCAT1,0.077096111,GTEx
LAYN,PCAT1,0.203497945,GTEx
CBL,PCAT1,0.188759754,GTEx
THY1,PCAT1,0.175156908,GTEx
ARHGEF12,PCAT1,0.336028302,GTEx
ARHGAP32,PCAT1,0.314673882,GTEx
PTPN6,PCAT1,0.394147519,GTEx
PTPRO,PCAT1,0.087006774,GTEx
TUBA1B,PCAT1,0.081122076,GTEx
RACGAP1,PCAT1,0.241209164,GTEx
LIMA1,PCAT1,0.3486689,GTEx
ITGB7,PCAT1,0.411171766,GTEx
ITGA5,PCAT1,0.20293805,GTEx
ITGA7,PCAT1,0.067060488,GTEx
LRP1,PCAT1,0.236686325,GTEx
AGAP2,PCAT1,0.011717705,GTEx
LIN7A,PCAT1,0.159033438,GTEx
VEZT,PCAT1,0.206027208,GTEx
SSH1,PCAT1,0.159704514,GTEx
TRPV4,PCAT1,0.325381268,GTEx
GIT2,PCAT1,0.205088866,GTEx
PTPN11,PCAT1,0.00222679,GTEx
PXN,PCAT1,0.246874168,GTEx
CLIP1,PCAT1,0.169258851,GTEx
STARD13,PCAT1,0.17747968,GTEx
TRPC4,PCAT1,0.116312586,GTEx
LMO7,PCAT1,0.120737658,GTEx
ARHGEF7,PCAT1,0.318068982,GTEx
MMP14,PCAT1,0.327977268,GTEx
CDH24,PCAT1,0.39709447,GTEx
PRKD1,PCAT1,0.131379118,GTEx
ARHGAP5,PCAT1,0.213237313,GTEx
ARF6,PCAT1,0.386726193,GTEx
FERMT2,PCAT1,0.115007257,GTEx
KTN1,PCAT1,0.09660413,GTEx
AKAP5,PCAT1,0.09125246,GTEx
HSPA2,PCAT1,-0.018180495,GTEx
ACTN1,PCAT1,0.221683806,GTEx
PSEN1,PCAT1,0.318882482,GTEx
NUMB,PCAT1,0.308055922,GTEx
DYNC1H1,PCAT1,0.047240505,GTEx
ZFYVE21,PCAT1,0.217870237,GTEx
AKT1,PCAT1,0.157178748,GTEx
TJP1,PCAT1,0.303153926,GTEx
TRPM7,PCAT1,0.29106681,GTEx
CGNL1,PCAT1,0.299636713,GTEx
ADAM10,PCAT1,0.348010107,GTEx
ITGA11,PCAT1,0.217069343,GTEx
CSK,PCAT1,0.37550328,GTEx
PEAK1,PCAT1,0.230836997,GTEx
